OrderID,ProductID,UnitPrice,Quantity,Discount,Revenue
10561,51,53,50,0,2650
10562,33,2.5,20,0.1,49.9
10562,62,49.3,10,0.1,492.9
10563,36,19,25,0,475
10563,52,7,70,0,490
10564,17,39,16,0.05,623.95
10564,31,12.5,6,0.05,74.95
10564,55,24,25,0.05,599.95
10565,24,4.5,25,0.1,112.4
10565,64,33.25,18,0.1,598.4
10566,11,21,35,0.15,734.85
10566,18,62.5,18,0.15,1124.85
10566,76,18,10,0,180
10567,31,12.5,60,0.2,749.8
10567,51,53,3,0,159
10567,59,55,40,0.2,2199.8
10568,10,31,5,0,155
10569,31,12.5,35,0.2,437.3
10569,76,18,30,0,540
10570,11,21,15,0.05,314.95
10570,56,38,60,0.05,2279.95
10571,14,23.25,11,0.15,255.6
10571,42,14,28,0.15,391.85
10572,16,17.45,12,0.1,209.3
10572,32,32,10,0.1,319.9
10572,40,18.4,50,0,920
10572,75,7.75,15,0.1,116.15
10573,17,39,18,0,702
10573,34,14,40,0,560
10573,53,32.8,25,0,820
10574,33,2.5,14,0,35
10574,40,18.4,2,0,36.8
10574,62,49.3,10,0,493
10574,64,33.25,6,0,199.5
10575,59,55,12,0,660
10575,63,43.9,6,0,263.4
10575,72,34.8,30,0,1044
10575,76,18,10,0,180
10576,1,18,10,0,180
10576,31,12.5,20,0,250
10576,44,19.45,21,0,408.45
10577,39,18,10,0,180
10577,75,7.75,20,0,155
10577,77,13,18,0,234
10578,35,18,20,0,360
10578,57,19.5,6,0,117
10579,15,15.5,10,0,155
10579,75,7.75,21,0,162.75
10580,14,23.25,15,0.05,348.7
10580,41,9.65,9,0.05,86.8
10580,65,21.05,30,0.05,631.45
10581,75,7.75,50,0.2,387.3
10582,57,19.5,4,0,78
10582,76,18,14,0,252
10583,29,123.79,10,0,1237.9
10583,60,34,24,0.15,815.85
10583,69,36,10,0.15,359.85
10584,31,12.5,50,0.05,624.95
10585,47,9.5,15,0,142.5
10586,52,7,4,0.15,27.85
10587,26,31.23,6,0,187.38
10587,35,18,20,0,360
10587,77,13,20,0,260
10588,18,62.5,40,0.2,2499.8
10588,42,14,100,0.2,1399.8
10589,35,18,4,0,72
10590,1,18,20,0,360
10590,77,13,60,0.05,779.95
10591,3,10,14,0,140
10591,7,30,10,0,300
10591,54,7.45,50,0,372.5
10592,15,15.5,25,0.05,387.45
10592,26,31.23,5,0.05,156.1
10593,20,81,21,0.2,1700.8
10593,69,36,20,0.2,719.8
10593,76,18,4,0.2,71.8
10594,52,7,24,0,168
10594,58,13.25,30,0,397.5
10595,35,18,30,0.25,539.75
10595,61,28.5,120,0.25,3419.75
10595,69,36,65,0.25,2339.75
10596,56,38,5,0.2,189.8
10596,63,43.9,24,0.2,1053.4
10596,75,7.75,30,0.2,232.3
10597,24,4.5,35,0.2,157.3
10597,57,19.5,20,0,390
10597,65,21.05,12,0.2,252.4
10598,27,43.9,50,0,2195
10598,71,21.5,9,0,193.5
10599,62,49.3,10,0,493
10600,54,7.45,4,0,29.8
10600,73,15,30,0,450
10601,13,6,60,0,360
10601,59,55,35,0,1925
10602,77,13,5,0.25,64.75
10603,22,21,48,0,1008
10603,49,20,25,0.05,499.95
10604,48,12.75,6,0.1,76.4
10604,76,18,10,0.1,179.9
10605,16,17.45,30,0.05,523.45
10605,59,55,20,0.05,1099.95
10605,60,34,70,0.05,2379.95
10605,71,21.5,15,0.05,322.45
10606,4,22,20,0.2,439.8
10606,55,24,20,0.2,479.8
10606,62,49.3,10,0.2,492.8
10607,7,30,45,0,1350
10607,17,39,100,0,3900
10607,33,2.5,14,0,35
10607,40,18.4,42,0,772.8
10607,72,34.8,12,0,417.6
10608,56,38,28,0,1064
10609,1,18,3,0,54
10609,10,31,10,0,310
10609,21,10,6,0,60
10610,36,19,21,0.25,398.75
10611,1,18,6,0,108
10611,2,19,10,0,190
10611,60,34,15,0,510
10612,10,31,70,0,2170
10612,36,19,55,0,1045
10612,49,20,18,0,360
10612,60,34,40,0,1360
10612,76,18,80,0,1440
10613,13,6,8,0.1,47.9
10613,75,7.75,40,0,310
10614,11,21,14,0,294
10614,21,10,8,0,80
10614,39,18,5,0,90
10615,55,24,5,0,120
10616,38,263.5,15,0.05,3952.45
10616,56,38,14,0,532
10616,70,15,15,0.05,224.95
10616,71,21.5,15,0.05,322.45
10617,59,55,30,0.15,1649.85
10618,6,25,70,0,1750
10618,56,38,20,0,760
10618,68,12.5,15,0,187.5
10619,21,10,42,0,420
10619,22,21,40,0,840
10620,24,4.5,5,0,22.5
10620,52,7,5,0,35
10621,19,9.2,5,0,46
10621,23,9,10,0,90
10621,70,15,20,0,300
10621,71,21.5,15,0,322.5
10622,2,19,20,0,380
10622,68,12.5,18,0.2,224.8
10623,14,23.25,21,0,488.25
10623,19,9.2,15,0.1,137.9
10623,21,10,25,0.1,249.9
10623,24,4.5,3,0,13.5
10623,35,18,30,0.1,539.9
10624,28,45.6,10,0,456
10624,29,123.79,6,0,742.74
10624,44,19.45,10,0,194.5
10625,14,23.25,3,0,69.75
10625,42,14,5,0,70
10625,60,34,10,0,340
10626,53,32.8,12,0,393.6
10626,60,34,20,0,680
10626,71,21.5,20,0,430
10627,62,49.3,15,0,739.5
10627,73,15,35,0.15,524.85
10628,1,18,25,0,450
10629,29,123.79,20,0,2475.8
10629,64,33.25,9,0,299.25
10630,55,24,12,0.05,287.95
10630,76,18,35,0,630
10631,75,7.75,8,0.1,61.9
10632,2,19,30,0.05,569.95
10632,33,2.5,20,0.05,49.95
10633,12,38,36,0.15,1367.85
10633,13,6,13,0.15,77.85
10633,26,31.23,35,0.15,1092.9
10633,62,49.3,80,0.15,3943.85
10634,7,30,35,0,1050
10634,18,62.5,50,0,3125
10634,51,53,15,0,795
10634,75,7.75,2,0,15.5
10635,4,22,10,0.1,219.9
10635,5,21.35,15,0.1,320.15
10635,22,21,40,0,840
10636,4,22,25,0,550
10636,58,13.25,6,0,79.5
10637,11,21,10,0,210
10637,50,16.25,25,0.05,406.2
10637,56,38,60,0.05,2279.95
10638,45,9.5,20,0,190
10638,65,21.05,21,0,442.05
10638,72,34.8,60,0,2088
10639,18,62.5,8,0,500
10640,69,36,20,0.25,719.75
10640,70,15,15,0.25,224.75
10641,2,19,50,0,950
10641,40,18.4,60,0,1104
10642,21,10,30,0.2,299.8
10642,61,28.5,20,0.2,569.8
10643,28,45.6,15,0.25,683.75
10643,39,18,21,0.25,377.75
10643,46,12,2,0.25,23.75
10644,18,62.5,4,0.1,249.9
10644,43,46,20,0,920
10644,46,12,21,0.1,251.9
10645,18,62.5,20,0,1250
10645,36,19,15,0,285
10646,1,18,15,0.25,269.75
10646,10,31,18,0.25,557.75
10646,71,21.5,30,0.25,644.75
10646,77,13,35,0.25,454.75
10647,19,9.2,30,0,276
10647,39,18,20,0,360
10648,22,21,15,0,315
10648,24,4.5,15,0.15,67.35
10649,28,45.6,20,0,912
10649,72,34.8,15,0,522
10650,30,25.89,30,0,776.7
10650,53,32.8,25,0.05,819.95
10650,54,7.45,30,0,223.5
10651,19,9.2,12,0.25,110.15
10651,22,21,20,0.25,419.75
10652,30,25.89,2,0.25,51.53
10652,42,14,20,0,280
10653,16,17.45,30,0.1,523.4
10653,60,34,20,0.1,679.9
10654,4,22,12,0.1,263.9
10654,39,18,20,0.1,359.9
10654,54,7.45,6,0.1,44.6
10655,41,9.65,20,0.2,192.8
10656,14,23.25,3,0.1,69.65
10656,44,19.45,28,0.1,544.5
10656,47,9.5,6,0.1,56.9
10657,15,15.5,50,0,775
10657,41,9.65,24,0,231.6
10657,46,12,45,0,540
10657,47,9.5,10,0,95
10657,56,38,45,0,1710
10657,60,34,30,0,1020
10658,21,10,60,0,600
10658,40,18.4,70,0.05,1287.95
10658,60,34,55,0.05,1869.95
10658,77,13,70,0.05,909.95
10659,31,12.5,20,0.05,249.95
10659,40,18.4,24,0.05,441.55
10659,70,15,40,0.05,599.95
10660,20,81,21,0,1701
10661,39,18,3,0.2,53.8
10661,58,13.25,49,0.2,649.05
10662,68,12.5,10,0,125
10663,40,18.4,30,0.05,551.95
10663,42,14,30,0.05,419.95
10663,51,53,20,0.05,1059.95
10664,10,31,24,0.15,743.85
10664,56,38,12,0.15,455.85
10664,65,21.05,15,0.15,315.6
10665,51,53,20,0,1060
10665,59,55,1,0,55
10665,76,18,10,0,180
10666,29,123.79,36,0,4456.44
10666,65,21.05,10,0,210.5
10667,69,36,45,0.2,1619.8
10667,71,21.5,14,0.2,300.8
10668,31,12.5,8,0.1,99.9
10668,55,24,4,0.1,95.9
10668,64,33.25,15,0.1,498.65
10669,36,19,30,0,570
10670,23,9,32,0,288
10670,46,12,60,0,720
10670,67,14,25,0,350
10670,73,15,50,0,750
10670,75,7.75,25,0,193.75
10671,16,17.45,10,0,174.5
10671,62,49.3,10,0,493
10671,65,21.05,12,0,252.6
10672,38,263.5,15,0.1,3952.4
10672,71,21.5,12,0,258
10673,16,17.45,3,0,52.35
10673,42,14,6,0,84
10673,43,46,6,0,276
10674,23,9,5,0,45
10675,14,23.25,30,0,697.5
10675,53,32.8,10,0,328
10675,58,13.25,30,0,397.5
10676,10,31,2,0,62
10676,19,9.2,7,0,64.4
10676,44,19.45,21,0,408.45
10677,26,31.23,30,0.15,936.75
10677,33,2.5,8,0.15,19.85
10678,12,38,100,0,3800
10678,33,2.5,30,0,75
10678,41,9.65,120,0,1158
10678,54,7.45,30,0,223.5
10679,59,55,12,0,660
10680,16,17.45,50,0.25,872.25
10680,31,12.5,20,0.25,249.75
10680,42,14,40,0.25,559.75
10681,19,9.2,30,0.1,275.9
10681,21,10,12,0.1,119.9
10681,64,33.25,28,0,931
10682,33,2.5,30,0,75
10682,66,17,4,0,68
10682,75,7.75,30,0,232.5
10683,52,7,9,0,63
10684,40,18.4,20,0,368
10684,47,9.5,40,0,380
10684,60,34,30,0,1020
10685,10,31,20,0,620
10685,41,9.65,4,0,38.6
10685,47,9.5,15,0,142.5
10686,17,39,30,0.2,1169.8
10686,26,31.23,15,0,468.45
10687,9,97,50,0.25,4849.75
10687,29,123.79,10,0,1237.9
10687,36,19,6,0.25,113.75
10688,10,31,18,0.1,557.9
10688,28,45.6,60,0.1,2735.9
10688,34,14,14,0,196
10689,1,18,35,0.25,629.75
10690,56,38,20,0.25,759.75
10690,77,13,30,0.25,389.75
10691,1,18,30,0,540
10691,29,123.79,40,0,4951.6
10691,43,46,40,0,1840
10691,44,19.45,24,0,466.8
10691,62,49.3,48,0,2366.4
10692,63,43.9,20,0,878
10693,9,97,6,0,582
10693,54,7.45,60,0.15,446.85
10693,69,36,30,0.15,1079.85
10693,73,15,15,0.15,224.85
10694,7,30,90,0,2700
10694,59,55,25,0,1375
10694,70,15,50,0,750
10695,8,40,10,0,400
10695,12,38,4,0,152
10695,24,4.5,20,0,90
10696,17,39,20,0,780
10696,46,12,18,0,216
10697,19,9.2,7,0.25,64.15
10697,35,18,9,0.25,161.75
10697,58,13.25,30,0.25,397.25
10697,70,15,30,0.25,449.75
10698,11,21,15,0,315
10698,17,39,8,0.05,311.95
10698,29,123.79,12,0.05,1485.43
10698,65,21.05,65,0.05,1368.2
10698,70,15,8,0.05,119.95
10699,47,9.5,12,0,114
10700,1,18,5,0.2,89.8
10700,34,14,12,0.2,167.8
10700,68,12.5,40,0.2,499.8
10700,71,21.5,60,0.2,1289.8
10701,59,55,42,0.15,2309.85
10701,71,21.5,20,0.15,429.85
10701,76,18,35,0.15,629.85
10702,3,10,6,0,60
10702,76,18,15,0,270
10703,2,19,5,0,95
10703,59,55,35,0,1925
10703,73,15,35,0,525
10704,4,22,6,0,132
10704,24,4.5,35,0,157.5
10704,48,12.75,24,0,306
10705,31,12.5,20,0,250
10705,32,32,4,0,128
10706,16,17.45,20,0,349
10706,43,46,24,0,1104
10706,59,55,8,0,440
10707,55,24,21,0,504
10707,57,19.5,40,0,780
10707,70,15,28,0.15,419.85
10708,5,21.35,4,0,85.4
10708,36,19,5,0,95
10709,8,40,40,0,1600
10709,51,53,28,0,1484
10709,60,34,10,0,340
10710,19,9.2,5,0,46
10710,47,9.5,5,0,47.5
10711,19,9.2,12,0,110.4
10711,41,9.65,42,0,405.3
10711,53,32.8,120,0,3936
10712,53,32.8,3,0.05,98.35
10712,56,38,30,0,1140
10713,10,31,18,0,558
10713,26,31.23,30,0,936.9
10713,45,9.5,110,0,1045
10713,46,12,24,0,288
10714,2,19,30,0.25,569.75
10714,17,39,27,0.25,1052.75
10714,47,9.5,50,0.25,474.75
10714,56,38,18,0.25,683.75
10714,58,13.25,12,0.25,158.75
10715,10,31,21,0,651
10715,71,21.5,30,0,645
10716,21,10,5,0,50
10716,51,53,7,0,371
10716,61,28.5,10,0,285
10717,21,10,32,0.05,319.95
10717,54,7.45,15,0,111.75
10717,69,36,25,0.05,899.95
10718,12,38,36,0,1368
10718,16,17.45,20,0,349
10718,36,19,40,0,760
10718,62,49.3,20,0,986
10719,18,62.5,12,0.25,749.75
10719,30,25.89,3,0.25,77.42
10719,54,7.45,40,0.25,297.75
10720,35,18,21,0,378
10720,71,21.5,8,0,172
10721,44,19.45,50,0.05,972.45
10722,2,19,3,0,57
10722,31,12.5,50,0,625
10722,68,12.5,45,0,562.5
10722,75,7.75,42,0,325.5
10723,26,31.23,15,0,468.45
10724,10,31,16,0,496
10724,61,28.5,5,0,142.5
10725,41,9.65,12,0,115.8
10725,52,7,4,0,28
10725,55,24,6,0,144
10726,4,22,25,0,550
10726,11,21,5,0,105
10727,17,39,20,0.05,779.95
10727,56,38,10,0.05,379.95
10727,59,55,10,0.05,549.95
10728,30,25.89,15,0,388.35
10728,40,18.4,6,0,110.4
10728,55,24,12,0,288
10728,60,34,15,0,510
10729,1,18,50,0,900
10729,21,10,30,0,300
10729,50,16.25,40,0,650
10730,16,17.45,15,0.05,261.7
10730,31,12.5,3,0.05,37.45
10730,65,21.05,10,0.05,210.45
10731,21,10,40,0.05,399.95
10731,51,53,30,0.05,1589.95
10732,76,18,20,0,360
10733,14,23.25,16,0,372
10733,28,45.6,20,0,912
10733,52,7,25,0,175
10734,6,25,30,0,750
10734,30,25.89,15,0,388.35
10734,76,18,20,0,360
10735,61,28.5,20,0.1,569.9
10735,77,13,2,0.1,25.9
10736,65,21.05,40,0,842
10736,75,7.75,20,0,155
10737,13,6,4,0,24
10737,41,9.65,12,0,115.8
10738,16,17.45,3,0,52.35
10739,36,19,6,0,114
10739,52,7,18,0,126
10740,28,45.6,5,0.2,227.8
10740,35,18,35,0.2,629.8
10740,45,9.5,40,0.2,379.8
10740,56,38,14,0.2,531.8
10741,2,19,15,0.2,284.8
10742,3,10,20,0,200
10742,60,34,50,0,1700
10742,72,34.8,35,0,1218
10743,46,12,28,0.05,335.95
10744,40,18.4,50,0.2,919.8
10745,18,62.5,24,0,1500
10745,44,19.45,16,0,311.2
10745,59,55,45,0,2475
10745,72,34.8,7,0,243.6
10746,13,6,6,0,36
10746,42,14,28,0,392
10746,62,49.3,9,0,443.7
10746,69,36,40,0,1440
10747,31,12.5,8,0,100
10747,41,9.65,35,0,337.75
10747,63,43.9,9,0,395.1
10747,69,36,30,0,1080
10748,23,9,44,0,396
10748,40,18.4,40,0,736
10748,56,38,28,0,1064
10749,56,38,15,0,570
10749,59,55,6,0,330
10749,76,18,10,0,180
10750,14,23.25,5,0.15,116.1
10750,45,9.5,40,0.15,379.85
10750,59,55,25,0.15,1374.85
10751,26,31.23,12,0.1,374.66
10751,30,25.89,30,0,776.7
10751,50,16.25,20,0.1,324.9
10751,73,15,15,0,225
10752,1,18,8,0,144
10752,69,36,3,0,108
10753,45,9.5,4,0,38
10753,74,10,5,0,50
10754,40,18.4,3,0,55.2
10755,47,9.5,30,0.25,284.75
10755,56,38,30,0.25,1139.75
10755,57,19.5,14,0.25,272.75
10755,69,36,25,0.25,899.75
10756,18,62.5,21,0.2,1312.3
10756,36,19,20,0.2,379.8
10756,68,12.5,6,0.2,74.8
10756,69,36,20,0.2,719.8
10757,34,14,30,0,420
10757,59,55,7,0,385
10757,62,49.3,30,0,1479
10757,64,33.25,24,0,798
10758,26,31.23,20,0,624.6
10758,52,7,60,0,420
10758,70,15,40,0,600
10759,32,32,10,0,320
10760,25,14,12,0.25,167.75
10760,27,43.9,40,0,1756
10760,43,46,30,0.25,1379.75
10761,25,14,35,0.25,489.75
10761,75,7.75,18,0,139.5
10762,39,18,16,0,288
10762,47,9.5,30,0,285
10762,51,53,28,0,1484
10762,56,38,60,0,2280
10763,21,10,40,0,400
10763,22,21,6,0,126
10763,24,4.5,20,0,90
10764,3,10,20,0.1,199.9
10764,39,18,130,0.1,2339.9
10765,65,21.05,80,0.1,1683.9
10766,2,19,40,0,760
10766,7,30,35,0,1050
10766,68,12.5,40,0,500
10767,42,14,2,0,28
10768,22,21,4,0,84
10768,31,12.5,50,0,625
10768,60,34,15,0,510
10768,71,21.5,12,0,258
10769,41,9.65,30,0.05,289.45
10769,52,7,15,0.05,104.95
10769,61,28.5,20,0,570
10769,62,49.3,15,0,739.5
10770,11,21,15,0.25,314.75
10771,71,21.5,16,0,344
10772,29,123.79,18,0,2228.22
10772,59,55,25,0,1375
10773,17,39,33,0,1287
10773,31,12.5,70,0.2,874.8
10773,75,7.75,7,0.2,54.05
10774,31,12.5,2,0.25,24.75
10774,66,17,50,0,850
10775,10,31,6,0,186
10775,67,14,3,0,42
10776,31,12.5,16,0.05,199.95
10776,42,14,12,0.05,167.95
10776,45,9.5,27,0.05,256.45
10776,51,53,120,0.05,6359.95
10777,42,14,20,0.2,279.8
10778,41,9.65,10,0,96.5
10779,16,17.45,20,0,349
10779,62,49.3,20,0,986
10780,70,15,35,0,525
10780,77,13,15,0,195
10781,54,7.45,3,0.2,22.15
10781,56,38,20,0.2,759.8
10781,74,10,35,0,350
10782,31,12.5,1,0,12.5
10783,31,12.5,10,0,125
10783,38,263.5,5,0,1317.5
10784,36,19,30,0,570
10784,39,18,2,0.15,35.85
10784,72,34.8,30,0.15,1043.85
10785,10,31,10,0,310
10785,75,7.75,10,0,77.5
10786,8,40,30,0.2,1199.8
10786,30,25.89,15,0.2,388.15
10786,75,7.75,42,0.2,325.3
10787,2,19,15,0.05,284.95
10787,29,123.79,20,0.05,2475.75
10788,19,9.2,50,0.05,459.95
10788,75,7.75,40,0.05,309.95
10789,18,62.5,30,0,1875
10789,35,18,15,0,270
10789,63,43.9,30,0,1317
10789,68,12.5,18,0,225
10790,7,30,3,0.15,89.85
10790,56,38,20,0.15,759.85
10791,29,123.79,14,0.05,1733.01
10791,41,9.65,20,0.05,192.95
10792,2,19,10,0,190
10792,54,7.45,3,0,22.35
10792,68,12.5,15,0,187.5
10793,41,9.65,14,0,135.1
10793,52,7,8,0,56
10794,14,23.25,15,0.2,348.55
10794,54,7.45,6,0.2,44.5
10795,16,17.45,65,0,1134.25
10795,17,39,35,0.25,1364.75
10796,26,31.23,21,0.2,655.63
10796,44,19.45,10,0,194.5
10796,64,33.25,35,0.2,1163.55
10796,69,36,24,0.2,863.8
10797,11,21,20,0,420
10798,62,49.3,2,0,98.6
10798,72,34.8,10,0,348
10799,13,6,20,0.15,119.85
10799,24,4.5,20,0.15,89.85
10799,59,55,25,0,1375
10800,11,21,50,0.1,1049.9
10800,51,53,10,0.1,529.9
10800,54,7.45,7,0.1,52.05
10801,17,39,40,0.25,1559.75
10801,29,123.79,20,0.25,2475.55
10802,30,25.89,25,0.25,647
10802,51,53,30,0.25,1589.75
10802,55,24,60,0.25,1439.75
10802,62,49.3,5,0.25,246.25
10803,19,9.2,24,0.05,220.75
10803,25,14,15,0.05,209.95
10803,59,55,15,0.05,824.95
10804,10,31,36,0,1116
10804,28,45.6,24,0,1094.4
10804,49,20,4,0.15,79.85
10805,34,14,10,0,140
10805,38,263.5,10,0,2635
10806,2,19,20,0.25,379.75
10806,65,21.05,2,0,42.1
10806,74,10,15,0.25,149.75
10807,40,18.4,1,0,18.4
10808,56,38,20,0.15,759.85
10808,76,18,50,0.15,899.85
10809,52,7,20,0,140
10810,13,6,7,0,42
10810,25,14,5,0,70
10810,70,15,5,0,75
10811,19,9.2,15,0,138
10811,23,9,18,0,162
10811,40,18.4,30,0,552
10812,31,12.5,16,0.1,199.9
10812,72,34.8,40,0.1,1391.9
10812,77,13,20,0,260
10813,2,19,12,0.2,227.8
10813,46,12,35,0,420
10814,41,9.65,20,0,193
10814,43,46,20,0.15,919.85
10814,48,12.75,8,0.15,101.85
10814,61,28.5,30,0.15,854.85
10815,33,2.5,16,0,40
10816,38,263.5,30,0.05,7904.95
10816,62,49.3,20,0.05,985.95
10817,26,31.23,40,0.15,1249.05
10817,38,263.5,30,0,7905
10817,40,18.4,60,0.15,1103.85
10817,62,49.3,25,0.15,1232.35
10818,32,32,20,0,640
10818,41,9.65,20,0,193
10819,43,46,7,0,322
10819,75,7.75,20,0,155
10820,56,38,30,0,1140
10821,35,18,20,0,360
10821,51,53,6,0,318
10822,62,49.3,3,0,147.9
10822,70,15,6,0,90
10823,11,21,20,0.1,419.9
10823,57,19.5,15,0,292.5
10823,59,55,40,0.1,2199.9
10823,77,13,15,0.1,194.9
10824,41,9.65,12,0,115.8
10824,70,15,9,0,135
10825,26,31.23,12,0,374.76
10825,53,32.8,20,0,656
10826,31,12.5,35,0,437.5
10826,57,19.5,15,0,292.5
10827,10,31,15,0,465
10827,39,18,21,0,378
10828,20,81,5,0,405
10828,38,263.5,2,0,527
10829,2,19,10,0,190
10829,8,40,20,0,800
10829,13,6,10,0,60
10829,60,34,21,0,714
10830,6,25,6,0,150
10830,39,18,28,0,504
10830,60,34,30,0,1020
10830,68,12.5,24,0,300
10831,19,9.2,2,0,18.4
10831,35,18,8,0,144
10831,38,263.5,8,0,2108
10831,43,46,9,0,414
10832,13,6,3,0.2,17.8
10832,25,14,10,0.2,139.8
10832,44,19.45,16,0.2,311
10832,64,33.25,3,0,99.75
10833,7,30,20,0.1,599.9
10833,31,12.5,9,0.1,112.4
10833,53,32.8,9,0.1,295.1
10834,29,123.79,8,0.05,990.27
10834,30,25.89,20,0.05,517.75
10835,59,55,15,0,825
10835,77,13,2,0.2,25.8
10836,22,21,52,0,1092
10836,35,18,6,0,108
10836,57,19.5,24,0,468
10836,60,34,60,0,2040
10836,64,33.25,30,0,997.5
10837,13,6,6,0,36
10837,40,18.4,25,0,460
10837,47,9.5,40,0.25,379.75
10837,76,18,21,0.25,377.75
10838,1,18,4,0.25,71.75
10838,18,62.5,25,0.25,1562.25
10838,36,19,50,0.25,949.75
10839,58,13.25,30,0.1,397.4
10839,72,34.8,15,0.1,521.9
10840,25,14,6,0.2,83.8
10840,39,18,10,0.2,179.8
10841,10,31,16,0,496
10841,56,38,30,0,1140
10841,59,55,50,0,2750
10841,77,13,15,0,195
10842,11,21,15,0,315
10842,43,46,5,0,230
10842,68,12.5,20,0,250
10842,70,15,12,0,180
10843,51,53,4,0.25,211.75
10844,22,21,35,0,735
10845,23,9,70,0.1,629.9
10845,35,18,25,0.1,449.9
10845,42,14,42,0.1,587.9
10845,58,13.25,60,0.1,794.9
10845,64,33.25,48,0,1596
10846,4,22,21,0,462
10846,70,15,30,0,450
10846,74,10,20,0,200
10847,1,18,80,0.2,1439.8
10847,19,9.2,12,0.2,110.2
10847,37,26,60,0.2,1559.8
10847,45,9.5,36,0.2,341.8
10847,60,34,45,0.2,1529.8
10847,71,21.5,55,0.2,1182.3
10848,5,21.35,30,0,640.5
10848,9,97,3,0,291
10849,3,10,49,0,490
10849,26,31.23,18,0.15,561.99
10850,25,14,20,0.15,279.85
10850,33,2.5,4,0.15,9.85
10850,70,15,30,0.15,449.85
10851,2,19,5,0.05,94.95
10851,25,14,10,0.05,139.95
10851,57,19.5,10,0.05,194.95
10851,59,55,42,0.05,2309.95
10852,2,19,15,0,285
10852,17,39,6,0,234
10852,62,49.3,50,0,2465
10853,18,62.5,10,0,625
10854,10,31,100,0.15,3099.85
10854,13,6,65,0.15,389.85
10855,16,17.45,50,0,872.5
10855,31,12.5,14,0,175
10855,56,38,24,0,912
10855,65,21.05,15,0.15,315.6
10856,2,19,20,0,380
10856,42,14,20,0,280
10857,3,10,30,0,300
10857,26,31.23,35,0.25,1092.8
10857,29,123.79,10,0.25,1237.65
10858,7,30,5,0,150
10858,27,43.9,10,0,439
10858,70,15,4,0,60
10859,24,4.5,40,0.25,179.75
10859,54,7.45,35,0.25,260.5
10859,64,33.25,30,0.25,997.25
10860,51,53,3,0,159
10860,76,18,20,0,360
10861,17,39,42,0,1638
10861,18,62.5,20,0,1250
10861,21,10,40,0,400
10861,33,2.5,35,0,87.5
10861,62,49.3,3,0,147.9
10862,11,21,25,0,525
10862,52,7,8,0,56
10863,1,18,20,0.15,359.85
10863,58,13.25,12,0.15,158.85
10864,35,18,4,0,72
10864,67,14,15,0,210
10865,38,263.5,60,0.05,15809.95
10865,39,18,80,0.05,1439.95
10866,2,19,21,0.25,398.75
10866,24,4.5,6,0.25,26.75
10866,30,25.89,40,0.25,1035.35
10867,53,32.8,3,0,98.4
10868,26,31.23,20,0,624.6
10868,35,18,30,0,540
10868,49,20,42,0.1,839.9
10869,1,18,40,0,720
10869,11,21,10,0,210
10869,23,9,50,0,450
10869,68,12.5,20,0,250
10870,35,18,3,0,54
10870,51,53,2,0,106
10871,6,25,50,0.05,1249.95
10871,16,17.45,12,0.05,209.35
10871,17,39,16,0.05,623.95
10872,55,24,10,0.05,239.95
10872,62,49.3,20,0.05,985.95
10872,64,33.25,15,0.05,498.7
10872,65,21.05,21,0.05,442
10873,21,10,20,0,200
10873,28,45.6,3,0,136.8
10874,10,31,10,0,310
10875,19,9.2,25,0,230
10875,47,9.5,21,0.1,199.4
10875,49,20,15,0,300
10876,46,12,21,0,252
10876,64,33.25,20,0,665
10877,16,17.45,30,0.25,523.25
10877,18,62.5,25,0,1562.5
10878,20,81,20,0.05,1619.95
10879,40,18.4,12,0,220.8
10879,65,21.05,10,0,210.5
10879,76,18,10,0,180
10880,23,9,30,0.2,269.8
10880,61,28.5,30,0.2,854.8
10880,70,15,50,0.2,749.8
10881,73,15,10,0,150
10882,42,14,25,0,350
10882,49,20,20,0.15,399.85
10882,54,7.45,32,0.15,238.25
10883,24,4.5,8,0,36
10884,21,10,40,0.05,399.95
10884,56,38,21,0.05,797.95
10884,65,21.05,12,0.05,252.55
10885,2,19,20,0,380
10885,24,4.5,12,0,54
10885,70,15,30,0,450
10885,77,13,25,0,325
10886,10,31,70,0,2170
10886,31,12.5,35,0,437.5
10886,77,13,40,0,520
10887,25,14,5,0,70
10888,2,19,20,0,380
10888,68,12.5,18,0,225
10889,11,21,40,0,840
10889,38,263.5,40,0,10540
10890,17,39,15,0,585
10890,34,14,10,0,140
10890,41,9.65,14,0,135.1
10891,30,25.89,15,0.05,388.3
10892,59,55,40,0.05,2199.95
10893,8,40,30,0,1200
10893,24,4.5,10,0,45
10893,29,123.79,24,0,2970.96
10893,30,25.89,35,0,906.15
10893,36,19,20,0,380
10894,13,6,28,0.05,167.95
10894,69,36,50,0.05,1799.95
10894,75,7.75,120,0.05,929.95
10895,24,4.5,110,0,495
10895,39,18,45,0,810
10895,40,18.4,91,0,1674.4
10895,60,34,100,0,3400
10896,45,9.5,15,0,142.5
10896,56,38,16,0,608
10897,29,123.79,80,0,9903.2
10897,30,25.89,36,0,932.04
10898,13,6,5,0,30
10899,39,18,8,0.15,143.85
10900,70,15,3,0.25,44.75
10901,41,9.65,30,0,289.5
10901,71,21.5,30,0,645
10902,55,24,30,0.15,719.85
10902,62,49.3,6,0.15,295.65
10903,13,6,40,0,240
10903,65,21.05,21,0,442.05
10903,68,12.5,20,0,250
10904,58,13.25,15,0,198.75
10904,62,49.3,35,0,1725.5
10905,1,18,20,0.05,359.95
